previous,age,income,education,reside,gender,children,region
No,41,50-74,Highschool,3,Female,2,North
No,49,75+,Less than highschool,11,Female,2,North
No,52,75+,Postgraduate,4,Female,2,North
No,33,Less than 25,Less than highschool,8,Female,0,North
No,58,50-74,Less than highschool,4,Female,2,North
No,44,25-49,College,11,Female,0,North
No,67,75+,Highschool,10,Female,3,North
No,63,75+,College,5,Female,2,North
No,42,75+,Some college,9,Female,2,North
No,51,75+,Less than highschool,12,Female,0,North
No,64,75+,Postgraduate,8,Female,0,North
No,52,75+,Postgraduate,9,Female,2,North
No,55,75+,Less than highschool,9,Female,2,North
No,50,25-49,College,6,Female,0,North
No,33,75+,Some college,7,Female,1,North
No,34,25-49,College,11,Female,1,North
No,34,25-49,Postgraduate,9,Female,1,North
No,31,25-49,Highschool,9,Female,1,North
No,48,25-49,College,8,Female,2,North
No,40,75+,Highschool,10,Female,1,North
No,35,25-49,Some college,5,Female,1,North
No,53,25-49,Postgraduate,8,Female,2,North
No,44,50-74,Postgraduate,7,Female,2,North
No,49,75+,Highschool,9,Female,0,North
No,45,75+,Less than highschool,10,Female,0,North
No,57,25-49,Postgraduate,10,Female,0,North
No,66,75+,College,9,Female,2,North
No,61,25-49,Highschool,8,Female,2,North
Yes,72,75+,Some college,7,Female,2,North
No,59,75+,Highschool,11,Female,2,North
No,41,75+,Less than highschool,8,Female,2,North
No,51,75+,Highschool,12,Female,2,North
No,45,75+,College,13,Female,2,North
No,62,75+,College,13,Female,2,North
No,38,Less than 25,Postgraduate,12,Female,1,North
No,47,75+,College,10,Female,0,North
No,58,75+,College,8,Female,2,North
No,52,75+,College,11,Female,0,North
No,56,25-49,Highschool,6,Female,2,North
No,44,50-74,Postgraduate,10,Female,3,North
No,73,50-74,Postgraduate,5,Female,2,North
No,47,75+,Less than highschool,6,Female,0,North
No,56,75+,Highschool,12,Female,2,North
No,58,50-74,Some college,9,Female,3,North
No,55,50-74,College,11,Female,2,North
No,31,Less than 25,Less than highschool,11,Female,0,North
No,70,50-74,Less than highschool,14,Female,2,North
No,51,75+,Highschool,8,Female,0,North
No,42,50-74,Highschool,7,Female,2,North
No,33,25-49,College,6,Female,1,North
Yes,54,25-49,Some college,7,Female,2,North
No,53,50-74,College,10,Female,2,North
No,55,75+,College,11,Female,2,North
No,41,75+,Highschool,8,Female,2,North
No,44,75+,Postgraduate,10,Female,2,North
No,70,75+,Some college,6,Female,2,North
No,41,75+,Postgraduate,7,Female,0,North
No,45,75+,Highschool,10,Female,0,North
No,38,50-74,Less than highschool,10,Female,0,North
No,50,75+,College,5,Female,0,North
No,40,Less than 25,Highschool,7,Female,0,North
No,56,75+,Some college,6,Female,2,North
No,45,75+,Less than highschool,5,Female,0,North
No,29,50-74,Some college,7,Female,0,North
No,51,75+,Some college,9,Female,2,North
No,42,75+,Highschool,10,Female,2,North
No,62,75+,Less than highschool,14,Female,0,North
No,41,75+,Some college,3,Female,2,North
No,39,Less than 25,Some college,5,Female,1,North
No,22,Less than 25,College,5,Female,0,North
No,69,75+,Postgraduate,6,Female,0,North
No,57,75+,Highschool,11,Female,3,North
No,54,75+,Highschool,12,Female,3,North
No,71,50-74,Postgraduate,8,Female,2,North
No,61,75+,Highschool,8,Female,2,North
No,64,25-49,Some college,7,Female,0,North
No,36,25-49,Postgraduate,12,Female,2,North
No,43,25-49,Less than highschool,4,Female,2,North
No,49,25-49,Highschool,21,Female,2,North
No,49,75+,Highschool,9,Female,2,North
No,33,Less than 25,Postgraduate,10,Female,0,North
No,41,25-49,College,12,Female,0,North
No,44,25-49,Less than highschool,10,Female,0,North
No,30,25-49,Highschool,6,Female,2,North
No,44,75+,College,13,Female,2,North
No,36,Less than 25,College,9,Female,0,North
No,39,Less than 25,College,13,Female,0,North
No,51,75+,Highschool,8,Female,2,North
Yes,45,75+,Highschool,11,Female,3,North
No,37,Less than 25,Postgraduate,10,Female,0,North
No,47,50-74,Some college,9,Female,2,North
No,44,25-49,College,9,Female,2,North
No,58,75+,Less than highschool,13,Female,0,North
No,58,75+,College,3,Female,2,North
No,64,50-74,Highschool,8,Female,2,North
No,53,75+,Some college,4,Female,0,North
No,45,25-49,Postgraduate,13,Female,0,North
No,52,50-74,Postgraduate,13,Female,2,North
No,53,25-49,Less than highschool,7,Female,2,North
No,48,75+,Less than highschool,13,Female,0,North
No,55,25-49,Some college,4,Female,2,North
No,42,75+,Postgraduate,11,Female,2,North
No,45,75+,Some college,10,Female,0,North
No,40,50-74,Postgraduate,15,Female,1,North
No,71,75+,College,15,Female,2,North
No,46,75+,Postgraduate,5,Female,0,North
No,35,Less than 25,Highschool,11,Female,0,North
No,50,25-49,College,9,Female,0,North
No,30,75+,College,8,Female,1,North
No,44,75+,College,8,Female,0,North
No,50,50-74,Highschool,12,Female,2,North
No,59,75+,College,7,Female,2,North
Yes,48,25-49,Postgraduate,11,Female,0,North
No,35,25-49,Postgraduate,15,Female,2,North
No,40,25-49,Some college,6,Female,2,North
No,57,25-49,College,10,Female,2,North
No,41,50-74,College,6,Female,2,North
No,47,50-74,College,5,Female,3,North
No,65,50-74,College,8,Female,2,North
No,52,50-74,Less than highschool,10,Female,2,North
No,56,50-74,Less than highschool,10,Female,2,North
No,53,75+,Highschool,11,Female,2,North
No,46,75+,Postgraduate,7,Female,0,North
No,61,75+,Less than highschool,11,Female,2,North
No,45,25-49,Highschool,4,Female,2,North
No,54,75+,Some college,14,Female,0,North
No,68,75+,Highschool,9,Female,3,North
No,43,75+,Highschool,11,Female,2,North
No,42,25-49,Highschool,5,Female,0,North
No,48,75+,College,11,Female,0,North
No,73,75+,Some college,7,Female,2,North
Yes,31,75+,Postgraduate,6,Female,0,North
No,62,50-74,Some college,8,Female,2,North
No,46,75+,Less than highschool,10,Female,0,North
No,57,25-49,Less than highschool,8,Female,0,North
No,53,50-74,Highschool,13,Female,2,North
No,41,50-74,Some college,10,Female,2,North
No,53,25-49,Less than highschool,10,Female,2,North
No,54,75+,Less than highschool,14,Female,2,North
No,46,75+,Some college,10,Female,2,North
No,53,25-49,Less than highschool,8,Female,2,North
No,46,50-74,Less than highschool,4,Female,3,North
No,53,75+,Postgraduate,8,Female,2,North
No,58,75+,Some college,7,Female,2,North
No,44,50-74,Highschool,16,Female,2,North
No,44,75+,Less than highschool,12,Female,0,North
No,63,75+,Postgraduate,11,Female,2,North
No,34,Less than 25,Postgraduate,12,Female,0,North
No,56,25-49,Some college,7,Female,0,North
No,47,75+,Highschool,11,Female,0,North
No,61,75+,Highschool,10,Female,2,North
No,44,50-74,College,10,Female,3,North
No,53,25-49,College,10,Female,0,North
No,46,75+,College,8,Female,2,North
No,48,75+,Some college,5,Female,0,North
No,43,75+,Some college,7,Female,3,North
No,53,75+,Highschool,13,Female,2,North
No,35,50-74,Highschool,11,Female,1,North
No,45,25-49,Postgraduate,7,Female,2,North
No,54,75+,College,8,Female,2,North
No,43,25-49,College,4,Female,2,North
No,42,75+,College,11,Female,0,North
No,61,75+,Some college,5,Female,2,North
No,35,25-49,Postgraduate,9,Female,1,North
No,47,25-49,Postgraduate,7,Female,2,North
No,62,25-49,College,6,Female,2,North
No,36,25-49,Less than highschool,8,Female,2,North
No,50,75+,College,14,Female,0,North
No,59,50-74,College,11,Female,2,North
No,52,75+,College,5,Female,2,North
No,53,25-49,Highschool,9,Female,2,North
No,48,50-74,Highschool,12,Female,2,North
No,44,50-74,Highschool,8,Female,2,North
Yes,61,75+,Some college,8,Female,3,North
No,52,25-49,Postgraduate,8,Female,2,North
No,42,25-49,College,9,Female,2,North
No,58,75+,Highschool,14,Female,3,North
No,47,25-49,College,10,Female,2,North
No,51,75+,Some college,7,Female,2,North
No,41,25-49,Some college,11,Female,2,North
No,51,25-49,Less than highschool,10,Female,2,North
No,47,75+,Postgraduate,9,Female,0,North
No,67,50-74,Highschool,5,Female,3,North
No,37,25-49,Some college,12,Female,2,North
No,31,50-74,Postgraduate,5,Female,1,North
No,48,75+,College,8,Female,2,North
No,30,Less than 25,Highschool,8,Female,1,North
No,40,25-49,Less than highschool,7,Female,1,North
No,43,50-74,College,7,Female,3,North
No,52,75+,Less than highschool,9,Female,0,North
No,45,50-74,College,8,Female,2,North
No,54,50-74,Less than highschool,10,Female,3,North
No,34,25-49,Some college,12,Female,2,North
No,57,75+,College,11,Female,0,North
No,42,50-74,Some college,11,Female,2,North
No,37,Less than 25,Highschool,7,Female,0,North
No,45,25-49,Some college,12,Female,2,North
No,54,50-74,Some college,10,Female,2,North
No,54,75+,Some college,4,Female,0,North
No,36,25-49,Less than highschool,12,Female,2,North
No,60,75+,College,13,Female,2,North
No,44,50-74,Some college,8,Female,3,North
No,55,25-49,Postgraduate,12,Female,2,North
No,46,50-74,College,10,Female,3,North
No,37,25-49,Some college,11,Female,1,North
No,61,50-74,Some college,12,Female,2,North
No,40,75+,Some college,9,Female,1,North
No,66,50-74,Some college,6,Female,2,North
No,36,25-49,Less than highschool,9,Female,2,North
No,49,75+,Postgraduate,10,Female,2,North
No,45,75+,College,9,Female,2,North
No,49,25-49,Less than highschool,13,Female,2,North
No,56,25-49,Postgraduate,11,Female,2,North
No,67,75+,Postgraduate,6,Female,2,North
No,72,75+,Highschool,16,Female,0,North
No,39,50-74,Some college,5,Female,0,North
No,45,75+,Some college,2,Female,2,North
No,38,50-74,Less than highschool,9,Female,0,North
No,45,50-74,Some college,10,Female,2,North
No,53,75+,Postgraduate,8,Female,0,North
No,40,25-49,Postgraduate,4,Female,1,North
No,43,75+,Less than highschool,7,Female,0,North
No,54,25-49,Less than highschool,8,Female,0,North
No,60,75+,Some college,7,Female,2,North
No,57,75+,Some college,14,Female,0,North
Yes,65,75+,Postgraduate,15,Female,2,North
No,50,75+,College,8,Female,0,North
No,54,25-49,Some college,14,Female,2,North
No,30,75+,Less than highschool,5,Female,0,North
No,63,50-74,Postgraduate,8,Female,3,North
No,52,75+,Postgraduate,10,Female,2,North
No,40,Less than 25,Some college,10,Female,0,North
No,37,25-49,Some college,10,Female,1,North
No,34,Less than 25,Postgraduate,10,Female,1,North
No,49,75+,Postgraduate,10,Female,2,North
No,34,75+,Highschool,8,Female,1,North
No,69,75+,Postgraduate,8,Female,0,North
No,49,25-49,Highschool,9,Female,2,North
No,59,75+,Highschool,4,Female,2,North
No,38,50-74,Highschool,10,Female,0,North
No,55,75+,Highschool,8,Female,0,North
No,60,50-74,Postgraduate,9,Female,2,North
No,53,25-49,Less than highschool,15,Female,0,North
No,51,50-74,Less than highschool,9,Female,2,North
No,52,25-49,Postgraduate,5,Female,2,North
No,49,75+,Highschool,6,Female,3,North
No,42,50-74,Postgraduate,11,Female,2,North
No,44,75+,Some college,9,Female,2,North
No,50,25-49,Less than highschool,6,Female,0,North
No,49,50-74,College,8,Female,3,North
No,43,25-49,Postgraduate,8,Female,2,North
No,23,Less than 25,Less than highschool,16,Female,0,North
No,51,50-74,Highschool,10,Female,3,North
No,43,75+,Some college,14,Female,2,North
No,68,75+,Highschool,10,Female,2,North
No,47,25-49,Some college,9,Female,2,North
No,62,75+,Postgraduate,6,Female,2,North
No,33,25-49,Less than highschool,14,Female,1,North
No,48,50-74,Highschool,10,Female,3,North
No,52,75+,Less than highschool,11,Female,2,North
No,44,25-49,Less than highschool,8,Female,2,North
No,66,75+,Highschool,10,Female,2,North
No,56,75+,Some college,11,Female,2,North
No,45,25-49,Some college,12,Female,0,North
No,32,75+,Some college,11,Female,2,North
No,42,25-49,Highschool,10,Female,0,North
No,60,75+,Postgraduate,12,Female,2,North
No,47,75+,College,7,Female,0,North
No,58,75+,Highschool,12,Female,0,North
No,40,25-49,Postgraduate,8,Female,2,North
No,44,50-74,College,11,Female,2,North
No,80,75+,Less than highschool,12,Female,2,North
No,45,75+,College,8,Female,0,North
Yes,49,25-49,Highschool,13,Female,2,North
No,55,50-74,Some college,12,Female,3,North
No,59,50-74,College,14,Female,3,North
No,36,50-74,Some college,12,Female,0,North
No,45,25-49,Less than highschool,7,Female,0,North
No,38,25-49,Some college,4,Female,1,North
No,54,25-49,Highschool,18,Female,2,North
No,36,Less than 25,Less than highschool,11,Female,1,North
No,37,50-74,Postgraduate,8,Female,0,North
No,44,50-74,Postgraduate,10,Female,3,North
No,41,25-49,College,3,Female,0,North
No,42,25-49,Less than highschool,14,Female,2,North
No,49,75+,Less than highschool,5,Female,0,North
No,67,25-49,College,11,Female,2,North
No,37,25-49,Less than highschool,10,Female,1,North
No,54,25-49,Postgraduate,12,Female,0,North
No,44,75+,Some college,12,Female,2,North
No,64,75+,Less than highschool,8,Female,0,North
No,59,75+,Highschool,8,Female,2,North
No,40,25-49,Less than highschool,4,Female,1,North
No,55,75+,Some college,6,Female,2,North
No,35,50-74,Highschool,11,Female,0,North
No,50,50-74,Some college,11,Female,2,North
No,46,50-74,Highschool,6,Female,2,North
No,60,50-74,Less than highschool,9,Female,3,North
No,40,25-49,Postgraduate,12,Female,1,North
No,62,75+,Postgraduate,12,Female,0,North
No,64,50-74,Some college,11,Female,2,North
Yes,49,75+,Some college,10,Female,2,North
No,59,75+,Highschool,6,Female,2,North
No,38,75+,Highschool,11,Female,2,North
No,51,50-74,Highschool,6,Female,3,North
No,49,50-74,College,9,Female,3,North
Yes,55,50-74,Some college,10,Female,2,North
No,39,Less than 25,Some college,11,Female,1,North
No,59,75+,Some college,9,Female,2,North
No,61,75+,Less than highschool,7,Female,0,North
No,44,50-74,Some college,11,Female,2,North
No,52,25-49,Some college,6,Female,2,North
No,58,75+,Postgraduate,11,Female,2,North
No,47,75+,Some college,4,Female,0,North
No,47,25-49,Highschool,8,Female,2,North
No,74,75+,Some college,8,Female,2,North
No,65,50-74,College,7,Female,3,North
No,40,50-74,Some college,10,Female,0,North
No,28,Less than 25,Highschool,5,Female,0,North
No,69,75+,Highschool,10,Female,2,North
No,42,75+,Postgraduate,9,Female,2,North
No,38,50-74,Less than highschool,15,Female,1,North
No,49,50-74,Some college,9,Female,2,North
No,41,50-74,College,14,Female,3,North
No,30,Less than 25,Less than highschool,7,Female,0,North
No,45,25-49,Less than highschool,10,Female,0,North
No,26,Less than 25,Some college,8,Female,0,North
No,32,Less than 25,Postgraduate,12,Female,0,North
No,45,75+,Less than highschool,10,Female,0,North
No,47,75+,Some college,9,Female,2,North
No,59,75+,College,10,Female,0,North
No,47,50-74,Less than highschool,16,Female,2,North
No,51,75+,Highschool,3,Female,2,North
No,56,50-74,Postgraduate,6,Female,2,North
No,43,75+,Highschool,8,Female,3,North
No,68,50-74,College,5,Female,2,North
No,41,25-49,Postgraduate,11,Female,2,North
No,53,25-49,College,12,Female,2,North
No,44,25-49,Less than highschool,12,Female,0,North
No,39,25-49,Postgraduate,17,Female,1,North
No,53,50-74,Highschool,1,Female,3,North
No,43,75+,Postgraduate,10,Female,0,North
No,57,50-74,Highschool,10,Female,3,North
No,45,75+,Less than highschool,12,Female,0,North
No,50,25-49,Postgraduate,13,Female,0,North
No,33,50-74,Less than highschool,6,Female,0,North
No,61,50-74,Less than highschool,9,Female,2,North
No,54,50-74,Highschool,4,Female,2,North
No,59,75+,Less than highschool,7,Female,0,North
No,51,75+,Less than highschool,3,Female,0,North
No,50,75+,College,16,Female,0,North
No,50,75+,College,14,Female,0,North
No,54,75+,Some college,7,Female,3,North
No,36,75+,Highschool,14,Female,1,North
No,65,75+,Postgraduate,9,Female,2,North
No,46,75+,Postgraduate,4,Female,0,North
No,69,75+,Postgraduate,8,Female,2,North
No,63,75+,Less than highschool,15,Female,0,North
No,57,75+,Some college,2,Female,2,North
No,30,50-74,Postgraduate,7,Female,1,North
No,59,75+,Some college,10,Female,2,North
No,42,50-74,Less than highschool,12,Female,3,North
Yes,54,50-74,Less than highschool,6,Female,2,North
No,55,75+,Less than highschool,10,Female,2,North
No,40,75+,Less than highschool,12,Female,0,North
No,57,75+,Postgraduate,9,Female,2,North
No,23,50-74,College,10,Female,0,North
No,62,75+,Highschool,7,Female,2,North
No,75,75+,Postgraduate,7,Female,0,North
No,68,75+,Less than highschool,7,Female,2,North
No,45,75+,College,7,Female,0,North
Yes,65,25-49,Less than highschool,10,Female,2,North
No,42,25-49,Highschool,13,Female,2,North
No,42,75+,Less than highschool,11,Female,2,North
No,49,25-49,Some college,4,Female,0,North
No,49,75+,Less than highschool,9,Female,0,North
No,44,75+,Highschool,6,Female,3,North
No,42,25-49,Postgraduate,7,Female,2,North
Yes,48,75+,Less than highschool,13,Female,2,North
No,59,75+,Highschool,12,Female,2,North
No,51,75+,College,12,Female,2,North
No,61,25-49,Some college,8,Female,0,North
No,51,50-74,Less than highschool,7,Female,2,North
No,55,75+,Less than highschool,8,Female,2,North
No,43,75+,Highschool,10,Female,0,North
No,65,75+,Highschool,8,Female,0,North
No,53,75+,Highschool,9,Female,0,North
No,40,Less than 25,Postgraduate,12,Female,0,North
No,43,75+,Some college,5,Female,0,North
No,46,75+,Some college,6,Female,2,North
No,56,75+,College,7,Female,2,North
No,29,50-74,Less than highschool,11,Female,1,North
No,39,50-74,Some college,10,Female,0,North
No,44,50-74,Postgraduate,16,Female,2,North
No,38,75+,Less than highschool,5,Female,0,North
No,52,75+,Highschool,11,Female,3,North
